,airing_data_id,airing_data_aired_at_et,creative_data_id,brand_data_id,view_completion_data_rate_interruption,airing_data_spend_estimated,audience_data_impressions,brand_data_name
6871,190811711,2019-01-01T09:37:58-05:00,2043867,19776,0.65501094,66.96,20029.0,Dairy Queen
6872,190811715,2019-01-01T09:37:57-05:00,1944127,32086,0.4112993,701.56,225448.0,Canada Dry
6873,190811717,2019-01-01T09:38:02-05:00,1927833,30703,0.36139759,77.83,34656.0,Quaker
6874,190811722,2019-01-01T09:37:52-05:00,1921712,20140,1.83750354,378.21,74145.0,Hilton Hotels Worldwide
6875,190811731,2019-01-01T09:37:56-05:00,1834114,20819,0.74399876,2346.59,153442.0,Progressive
6876,190811737,2019-01-01T09:38:14-05:00,1929793,32644,1.2169013,1141.62,198078.0,Hulu
6877,190811742,2019-01-01T09:38:02-05:00,1942763,30644,1.12609481,54.26,28234.0,Disney World
6878,190811743,2019-01-01T09:38:02-05:00,2014158,20720,0.57468208,33.3,15256.0,Papa John's
6879,190811745,2019-01-01T09:38:17-05:00,2041680,30484,1.23460011,97.56,86451.0,Taco Bell
6880,190811746,2019-01-01T09:38:12-05:00,1995935,32266,0.62790097,701.56,170666.0,Mucinex
6881,190811747,2019-01-01T09:38:03-05:00,2041439,19288,1.10969974,1036.12,141891.0,Allstate
6882,190811750,2019-01-01T09:38:20-05:00,1943343,30660,0.0,24.23,8962.0,Aveeno
6883,190811770,2019-01-01T09:38:35-05:00,2041781,32537,0.0,1.38,1550.0,Delsym
6884,190811772,2019-01-01T09:38:37-05:00,2024121,31295,1.25,5.53,6927.0,GoDaddy
6885,190811781,2019-01-01T09:38:44-05:00,1990527,19932,1.6866988,127.09,29887.0,Farmers Insurance
6886,190811786,2019-01-01T09:38:32-05:00,2037158,20187,0.0,33.3,15324.0,IKEA
6887,190811787,2019-01-01T09:38:47-05:00,2042809,30535,0.54440087,97.56,98369.0,L'Oreal Paris Skin Care
6888,190811788,2019-01-01T09:38:27-05:00,2041374,30484,0.7468,1403.12,140746.0,Taco Bell
6889,190811790,2019-01-01T09:38:32-05:00,1665340,30347,4.08650602,46.98,31088.0,Outback Steakhouse
6890,190811793,2019-01-01T09:38:35-05:00,2035409,20005,2.25299827,42.99,33177.0,Gatorade
6891,190811798,2019-01-01T09:38:42-05:00,1944476,30774,1.64940151,527.47,129025.0,Little Caesars Pizza
6892,190811800,2019-01-01T09:38:58-05:00,2034119,21158,0.65649891,66.96,18140.0,The Home Depot
6893,190811801,2019-01-01T09:38:59-05:00,2044784,31649,0.76569678,40.31,57601.0,Chuck E. Cheese's
6894,190811804,2019-01-01T09:39:01-05:00,2036310,20399,6.3025,30.39,42818.0,Macy's
6895,190811805,2019-01-01T09:38:47-05:00,1897804,20140,0.92380293,272.23,78905.0,Hilton Hotels Worldwide
6896,190811807,2019-01-01T09:39:02-05:00,1995935,32266,1.85490175,97.56,84461.0,Mucinex
6897,190811812,2019-01-01T09:39:05-05:00,2031724,20443,2.99299824,21.5,33308.0,McDonald's
6898,190811814,2019-01-01T09:39:09-05:00,1904296,30841,4.82099885,571.27,193561.0,Advil
6899,190811816,2019-01-01T09:39:10-05:00,2041979,30481,0.15,536.07,156101.0,KFC
6900,190811817,2019-01-01T09:39:12-05:00,1841080,30763,0.13819899,103.93,145115.0,Lysol
6901,190811818,2019-01-01T09:39:12-05:00,2034119,21158,0.75509915,263.73,72800.0,The Home Depot
6902,190811821,2019-01-01T09:39:14-05:00,1900341,30377,0.30770416,40.31,57589.0,Crest
6903,190811828,2019-01-01T09:39:20-05:00,1984273,32488,0.0,1.38,1900.0,Airborne
6904,190811834,2019-01-01T09:39:13-05:00,2037369,30498,0.65501094,133.92,28275.0,Sleep Number
6905,190811835,2019-01-01T09:39:31-05:00,2043295,30147,0.37640023,990.69,179088.0,Cheerios
6906,190811837,2019-01-01T09:39:32-05:00,2044156,30078,1.58371041,27.13,26703.0,Red Lobster
6907,190811839,2019-01-01T09:39:17-05:00,1807820,52005,1.67601124,33.3,11580.0,Capital One (Credit Card)
6908,190811841,2019-01-01T09:39:18-05:00,2034867,38262,0.88689956,1164.68,404085.0,HelloFresh
6909,190811847,2019-01-01T09:39:40-05:00,2034793,21158,4.14630081,140.89,39890.0,The Home Depot
6910,190811854,2019-01-01T09:39:45-05:00,1925553,31582,1.7699115,11.07,7786.0,LendingTree
6911,190811855,2019-01-01T09:39:29-05:00,1821618,20819,2.15720679,80.63,53550.0,Progressive
6912,190811856,2019-01-01T09:39:30-05:00,1942763,30644,0.96110043,4389.15,575447.0,Disney World
6913,190811862,2019-01-01T09:39:47-05:00,2043136,31149,0.0,16.65,11555.0,Golden Corral
6914,190811863,2019-01-01T09:39:32-05:00,2042675,21338,1.07909983,3165.66,613412.0,Volkswagen
6915,190811864,2019-01-01T09:39:46-05:00,1774136,33293,1.46890395,30.39,41731.0,Booking.com
6916,190811877,2019-01-01T09:39:58-05:00,1879579,35228,0.73930084,408.13,148966.0,Grubhub
6917,190811890,2019-01-01T09:40:11-05:00,1984273,32488,0.43689806,108.02,141850.0,Airborne
6918,190811892,2019-01-01T09:40:00-05:00,2048005,30672,0.70489969,4389.15,571470.0,Applebee's
6919,190811899,2019-01-01T09:40:19-05:00,1944127,32086,1.13419858,712.63,154341.0,Canada Dry
6920,190811905,2019-01-01T09:40:26-05:00,1728307,32266,0.93940222,140.89,48338.0,Mucinex
6921,190811912,2019-01-01T09:40:31-05:00,1990517,21431,4.09050072,68.33,88422.0,Zicam
6922,190811913,2019-01-01T09:40:16-05:00,2031531,31295,1.48399543,60.77,36727.0,GoDaddy
6923,190811923,2019-01-01T09:40:49-05:00,1541672,30151,1.81270044,2519.36,498794.0,Yoplait
6924,190811929,2019-01-01T09:40:59-05:00,2044183,20443,0.4597931,127.09,29317.0,McDonald's
6925,190811933,2019-01-01T09:40:45-05:00,1954485,19906,1.81816514,22.14,7724.0,Esurance
6926,190811934,2019-01-01T09:41:03-05:00,2039300,20720,1.12609481,23.49,31088.0,Papa John's
6927,190811935,2019-01-01T09:40:46-05:00,1821618,20819,1.62220162,60.77,24423.0,Progressive
6928,190811936,2019-01-01T09:41:06-05:00,1907676,30822,0.59249772,216.48,117283.0,Tostitos
6929,190811938,2019-01-01T09:40:50-05:00,1901676,36926,0.55049541,42.99,31131.0,Fabletics.com
6930,190811947,2019-01-01T09:41:21-05:00,2002869,31183,0.0,21.5,23008.0,Credit Karma
6931,190811948,2019-01-01T09:41:19-05:00,2025456,21036,0.61579957,2519.36,493674.0,Sprint
6932,190811951,2019-01-01T09:41:08-05:00,1874558,21118,1.43680115,44.04,31958.0,TD Ameritrade
6933,190811959,2019-01-01T09:41:36-05:00,2044035,21011,0.8,28.22,38412.0,Sonic Drive-In
6934,190811961,2019-01-01T09:41:09-05:00,2002679,21077,4.23550121,1441.87,176488.0,Subaru
6935,190811964,2019-01-01T09:41:40-05:00,2025352,30613,3.79400271,33.09,63264.0,Dish Network
6936,190811966,2019-01-01T09:41:06-05:00,2013596,20352,3.0075,994.55,197835.0,Liberty Mutual
6937,190811967,2019-01-01T09:41:46-05:00,2043287,21369,2.27220036,5377.53,701843.0,Wendy's
6938,190811970,2019-01-01T09:41:51-05:00,1995935,32266,0.36849839,216.48,94353.0,Mucinex
6939,190811972,2019-01-01T09:41:39-05:00,1848272,20819,1.71109905,1142.54,111725.0,Progressive
6940,190811980,2019-01-01T09:41:36-05:00,2002869,31183,0.79,497.27,240566.0,Credit Karma
6941,190811985,2019-01-01T09:42:06-05:00,2041979,30481,0.55100092,216.48,116361.0,KFC
6942,190811987,2019-01-01T09:41:55-05:00,2024429,20352,2.36440111,66.18,72226.0,Liberty Mutual
6943,190811991,2019-01-01T09:42:01-05:00,2027845,52005,1.64220038,10755.06,614667.0,Capital One (Credit Card)
6944,190811993,2019-01-01T09:42:15-05:00,1878431,30448,6.82489614,12.47,16725.0,Hershey's
6945,190812002,2019-01-01T09:42:11-05:00,1857824,38872,1.36289855,281.77,58414.0,Ring
6946,190812012,2019-01-01T09:42:30-05:00,2043297,31049,4.15339744,12.47,18803.0,Ensure
6947,190812016,2019-01-01T09:42:21-05:00,2041424,19288,9.02620025,2479.7,228892.0,Allstate
6948,190812021,2019-01-01T09:42:28-05:00,1821618,20819,2.38490163,696.55,77774.0,Progressive
6949,190812023,2019-01-01T09:42:47-05:00,2044784,31649,1.22740109,310.29,226705.0,Chuck E. Cheese's
6950,190812025,2019-01-01T09:42:37-05:00,2043116,20006,2.17020017,2346.59,242777.0,GEICO
6951,190812027,2019-01-01T09:42:53-05:00,2041814,20661,0.59370297,63.14,86664.0,Office Depot & OfficeMax
6952,190812030,2019-01-01T09:42:57-05:00,1900341,30377,0.80239719,53.64,99850.0,Crest
6953,190812031,2019-01-01T09:42:41-05:00,2004638,19322,0.67340354,281.77,61712.0,Amica Mutual Insurance Company
6954,190812032,2019-01-01T09:41:22-05:00,1488804,30561,2.2581,561.08,174496.0,Tropicana
6955,190812033,2019-01-01T09:42:46-05:00,1726105,20819,0.6154,136.67,105663.0,Progressive
6956,190812039,2019-01-01T09:42:45-05:00,1841427,19831,3.31129568,24.94,20252.0,Dole
6957,190812041,2019-01-01T09:43:06-05:00,2013255,30078,0.6215,1173.29,187592.0,Red Lobster
6958,190812049,2019-01-01T09:41:52-05:00,2037916,20399,0.74889902,280.54,165275.0,Macy's
6959,190812057,2019-01-01T09:43:06-05:00,1924189,21058,2.29007634,56.43,38216.0,State Farm
6960,190812060,2019-01-01T09:43:09-05:00,2023754,30654,1.20569706,380.7,61380.0,GMC
6961,190812061,2019-01-01T09:43:09-05:00,1972467,21077,1.78339722,126.27,71755.0,Subaru
6962,190812065,2019-01-01T09:43:28-05:00,1442207,30526,0.33549888,774.16,321726.0,Gold Bond
6963,190812066,2019-01-01T09:42:07-05:00,2013794,30462,0.98039882,280.54,147211.0,Vaseline
6964,190812073,2019-01-01T09:43:24-05:00,1726105,20819,2.71240038,731.68,283884.0,Progressive
6965,190812074,2019-01-01T09:43:25-05:00,1899185,20819,1.60580139,788.05,87882.0,Progressive
6966,190812081,2019-01-01T09:43:49-05:00,1716247,30790,0.52470069,2519.36,552198.0,Listerine
6967,190812083,2019-01-01T09:43:52-05:00,2044183,20443,0.34049957,1173.29,243166.0,McDonald's
6968,190812086,2019-01-01T09:43:51-05:00,2022751,30483,0.0,24.67,14188.0,Pizza Hut
6969,190812093,2019-01-01T09:43:55-05:00,1614557,30821,0.62800074,394.03,121039.0,Pillsbury
6970,190812107,2019-01-01T09:44:05-05:00,1925553,31582,1.10660069,416.26,420868.0,LendingTree
6971,190812116,2019-01-01T09:44:09-05:00,1933085,30526,0.33780405,13.92,27351.0,Gold Bond
6972,190812119,2019-01-01T09:44:18-05:00,1924258,30147,0.51139836,310.29,190942.0,Cheerios
6973,190812123,2019-01-01T09:44:23-05:00,1807584,30568,1.41170037,1473.29,532094.0,Dove
6974,190812126,2019-01-01T09:44:22-05:00,2041814,20661,3.96570204,77.83,48025.0,Office Depot & OfficeMax
6975,190812128,2019-01-01T09:44:27-05:00,1770432,33293,0.6207006,1589.16,322684.0,Booking.com
6976,190812133,2019-01-01T09:44:30-05:00,1879625,30448,0.36700917,14.19,24553.0,Hershey's
6977,190812135,2019-01-01T09:43:06-05:00,1932432,30737,0.72539908,280.54,113146.0,Nature Valley
6978,190812139,2019-01-01T09:44:24-05:00,2031724,20443,0.2874991,720.94,177377.0,McDonald's
6979,190812141,2019-01-01T09:44:39-05:00,1990517,21431,0.45699695,190.35,62308.0,Zicam
6980,190812143,2019-01-01T08:44:10-05:00,2037369,30498,1.26490005,55332.25,3338718.0,Sleep Number
6981,190812149,2019-01-01T09:44:39-05:00,1663306,31050,0.33780405,13.92,26782.0,PediaSure
6982,190812150,2019-01-01T09:44:33-05:00,1719082,21058,0.88919945,620.59,211046.0,State Farm
6983,190812154,2019-01-01T09:44:39-05:00,1929793,32644,0.59669944,1081.4,177948.0,Hulu
6984,190812156,2019-01-01T09:44:38-05:00,2013596,20352,1.55729987,2946.57,246137.0,Liberty Mutual
6985,190812158,2019-01-01T09:44:40-05:00,2044269,30672,1.18560044,788.05,124661.0,Applebee's
6986,190812159,2019-01-01T09:44:56-05:00,1797386,21301,1.25179676,136.12,55416.0,USAA
6987,190812166,2019-01-01T09:44:54-05:00,1933085,30526,1.00671141,13.92,8722.0,Gold Bond
6988,190812169,2019-01-01T09:45:03-05:00,1604998,30526,0.34330014,310.29,202780.0,Gold Bond
6989,190812171,2019-01-01T09:45:08-05:00,1899168,30014,3.4068987,189.64,166433.0,Alka-Seltzer
6990,190812200,2019-01-01T09:44:50-05:00,1651492,19259,2.99649984,1665.03,326865.0,AIG Direct
6991,190812204,2019-01-01T09:45:40-05:00,1609859,31183,1.05459887,394.03,128882.0,Credit Karma
6992,190812205,2019-01-01T09:45:26-05:00,2013596,20352,1.27720301,272.23,52185.0,Liberty Mutual
6993,190812209,2019-01-01T09:45:45-05:00,1944653,30774,0.36700917,14.19,25166.0,Little Caesars Pizza
6994,190812219,2019-01-01T09:45:58-05:00,1930173,31198,7.18149807,101.55,81725.0,eHarmony
6995,190812220,2019-01-01T09:45:43-05:00,2022393,21036,2.04619802,378.21,58952.0,Sprint
6996,190812227,2019-01-01T09:46:08-05:00,1830216,30374,1.07400116,536.07,141850.0,Charmin
6997,190812235,2019-01-01T09:46:18-05:00,2031724,20443,0.55240021,1589.16,316917.0,McDonald's
6998,190812239,2019-01-01T09:46:07-05:00,2023844,20006,3.7018002,277.6,137356.0,GEICO
6999,190812241,2019-01-01T09:46:24-05:00,2006175,21211,1.37589871,536.07,143398.0,T-Mobile
7000,190812243,2019-01-01T09:46:25-05:00,1984273,32488,5.89569161,16.31,22137.0,Airborne
7001,190812245,2019-01-01T09:46:27-05:00,1439871,30248,8.69569343,24.23,18773.0,Tylenol
7002,190812246,2019-01-01T09:46:15-05:00,2013596,20352,0.9849004,4389.15,321949.0,Liberty Mutual
7003,190812247,2019-01-01T09:46:33-05:00,1663306,31050,0.57160057,1589.16,345683.0,PediaSure
7004,190812256,2019-01-01T09:46:45-05:00,2037916,20399,2.13670471,41.02,19859.0,Macy's
7005,190812260,2019-01-01T09:46:48-05:00,1995935,32266,0.0,1.38,1420.0,Mucinex
7006,190812261,2019-01-01T09:46:34-05:00,2037158,20187,4.42709986,1036.12,145913.0,IKEA
7007,190812265,2019-01-01T09:46:37-05:00,2013459,21077,3.74219969,277.6,134690.0,Subaru
7008,190812269,2019-01-01T09:46:35-05:00,1942763,30644,0.85650964,133.92,27870.0,Disney World
7009,190812271,2019-01-01T09:46:38-05:00,2037369,30498,0.44589979,2946.57,404294.0,Sleep Number
7010,190812272,2019-01-01T09:46:55-05:00,1957763,32266,1.4563017,16.31,18346.0,Mucinex
7011,190812279,2019-01-01T09:47:02-05:00,1882184,30377,0.0,1.38,2184.0,Crest
7012,190812284,2019-01-01T09:47:12-05:00,1559957,19288,0.82641667,24.23,15235.0,Allstate
7013,190812298,2019-01-01T09:45:38-05:00,2037878,31071,3.30170085,1517.11,136726.0,Proactiv
7014,190812299,2019-01-01T09:47:20-05:00,1893383,20433,1.67359833,66.96,22255.0,Match.com
7015,190812304,2019-01-01T09:47:28-05:00,2031724,20443,0.0,21.5,30030.0,McDonald's
7016,190812310,2019-01-01T09:47:39-05:00,1439539,30248,0.62910099,536.07,230859.0,Tylenol
7017,190812311,2019-01-01T09:47:37-05:00,2043733,19536,0.2261991,77.83,68778.0,Burger King
7018,190812315,2019-01-01T09:47:43-05:00,1879579,35228,0.36099278,21.5,30559.0,Grubhub
7019,190812316,2019-01-01T09:47:30-05:00,2036514,30152,2.21570162,82.05,13478.0,Chevrolet
7020,190812322,2019-01-01T09:47:49-05:00,1762216,35157,0.98430118,408.13,177169.0,Monster.com
7021,190812334,2019-01-01T09:47:39-05:00,1927539,31582,2.028,334.23,99756.0,LendingTree
7022,190812336,2019-01-01T09:47:59-05:00,1904386,35157,0.86730035,101.55,76074.0,Monster.com
7023,190812337,2019-01-01T09:48:00-05:00,1881444,30014,0.13,2194.58,410095.0,Alka-Seltzer
7024,190812338,2019-01-01T09:47:44-05:00,2037995,19918,1.06608974,54.26,13034.0,Expedia
7025,190812346,2019-01-01T09:48:09-05:00,1879487,30776,0.29829902,536.07,178024.0,Temptations Cat Treats
7026,190812351,2019-01-01T09:48:14-05:00,1938167,32266,4.38339777,140.89,47618.0,Mucinex
7027,190812353,2019-01-01T09:48:19-05:00,2011982,20352,3.2576999,97.56,71459.0,Liberty Mutual
7028,190812354,2019-01-01T09:48:04-05:00,1834114,20819,1.88179927,816.27,118359.0,Progressive
7029,190812357,2019-01-01T09:48:09-05:00,1834114,20819,1.36030038,1164.68,220789.0,Progressive
7030,190812359,2019-01-01T09:48:15-05:00,1944465,19288,1.05420181,82.05,30129.0,Allstate
7031,190812361,2019-01-01T09:48:14-05:00,1993494,55500,0.42641026,54.26,32614.0,Dish Outdoors
7032,190812362,2019-01-01T09:48:29-05:00,2022653,19536,1.95010148,140.89,43401.0,Burger King
7033,190812364,2019-01-01T09:48:34-05:00,1957763,32266,1.32449822,97.56,77934.0,Mucinex
7034,190812366,2019-01-01T09:48:34-05:00,2040958,19362,1.06810017,408.13,162219.0,Ashley HomeStore
7035,190812370,2019-01-01T09:48:42-05:00,1878676,19680,0.84033898,24.23,14328.0,Clorox
7036,190812372,2019-01-01T09:48:45-05:00,1982455,31198,0.75639394,41.02,15947.0,eHarmony
7037,190812373,2019-01-01T09:48:44-05:00,1770432,33293,0.17080273,101.55,69453.0,Booking.com
7038,190812375,2019-01-01T09:48:44-05:00,2034119,21158,0.63021008,27.13,14192.0,The Home Depot
7039,190812385,2019-01-01T09:48:54-05:00,2044035,21011,0.20760012,536.07,160889.0,Sonic Drive-In
7040,190812388,2019-01-01T09:48:41-05:00,1887365,21301,3.28820116,2346.59,212602.0,USAA
7041,190812389,2019-01-01T09:48:57-05:00,1879579,35228,1.48900048,92.32,98095.0,Grubhub
7042,190812393,2019-01-01T09:48:43-05:00,2031098,30584,1.98640066,1458.44,344418.0,Buick
7043,190812403,2019-01-01T09:49:11-05:00,2044175,21369,1.98949986,1173.29,203137.0,Wendy's
7044,190812408,2019-01-01T09:49:04-05:00,1861873,36373,4.30530333,46.98,46233.0,Bud Light
7045,190812417,2019-01-01T09:49:26-05:00,2043136,31149,1.31510073,1173.29,209979.0,Golden Corral
7046,190812420,2019-01-01T09:49:11-05:00,1980289,30613,4.24,103.55,62544.0,Dish Network
7047,190812423,2019-01-01T09:48:41-05:00,1899185,20819,0.95509925,994.55,233204.0,Progressive
7048,190812425,2019-01-01T09:49:29-05:00,2043136,31149,0.8475,27.13,32305.0,Golden Corral
7049,190812440,2019-01-01T09:49:42-05:00,2009590,37350,0.44270044,138.48,85634.0,Sling
7050,190812441,2019-01-01T09:49:44-05:00,1879579,35228,0.78929755,140.89,55715.0,Grubhub
7051,190812443,2019-01-01T09:49:43-05:00,1928332,30483,2.41690018,5377.53,1331139.0,Pizza Hut
7052,190812449,2019-01-01T09:49:43-05:00,1841093,19831,0.61789907,701.56,315842.0,Dole
7053,190812452,2019-01-01T09:49:54-05:00,2044214,30847,3.35379783,68.33,104388.0,Dannon Activia
7054,190812459,2019-01-01T09:49:57-05:00,1663306,31050,0.45009949,1582.83,713248.0,PediaSure
7055,190812460,2019-01-01T09:49:58-05:00,1584630,30013,0.74889998,5377.53,1285668.0,Aleve
7056,190812461,2019-01-01T09:49:15-05:00,2037881,31071,1.97569909,164.09,21100.0,Proactiv
7057,190812467,2019-01-01T09:49:47-05:00,2024355,20352,1.194,59.67,37568.0,Liberty Mutual
7058,190812469,2019-01-01T09:50:04-05:00,2039300,20720,1.77869307,23.49,46291.0,Papa John's
7059,190812475,2019-01-01T09:50:10-05:00,2043295,30147,1.07049869,990.69,198164.0,Cheerios
7060,190812478,2019-01-01T09:49:56-05:00,2022393,21036,0.60410052,2346.59,249453.0,Sprint
7061,190812485,2019-01-01T09:50:15-05:00,1879579,35228,0.0,11.07,10976.0,Grubhub
7062,190812494,2019-01-01T09:50:26-05:00,2043287,21369,0.4359003,1173.29,255484.0,Wendy's
7063,190812495,2019-01-01T09:50:26-05:00,2040169,19362,0.18220046,103.93,115917.0,Ashley HomeStore
7064,190812499,2019-01-01T09:50:13-05:00,2044772,20006,1.22600031,10755.06,974339.0,GEICO
7065,190812503,2019-01-01T09:50:30-05:00,2035295,21301,2.03520109,761.08,150198.0,USAA
7066,190812509,2019-01-01T09:50:35-05:00,2044784,31649,0.58740088,40.31,53803.0,Chuck E. Cheese's
7067,190812510,2019-01-01T09:50:28-05:00,1954005,30763,0.29149938,701.56,261194.0,Lysol
7068,190812512,2019-01-01T09:50:23-05:00,2041153,21338,5.70020078,3758.81,253402.0,Volkswagen
7069,190812516,2019-01-01T09:50:40-05:00,1674346,30312,0.26230063,990.69,181826.0,DiGiorno
7070,190812521,2019-01-01T09:50:45-05:00,1917530,21011,1.18089972,761.08,156344.0,Sonic Drive-In
7071,190812533,2019-01-01T09:50:53-05:00,1674346,30312,1.01299982,1879.41,391727.0,DiGiorno
7072,190812534,2019-01-01T09:50:55-05:00,1929056,31198,0.39160209,274.96,134185.0,eHarmony
7073,190812540,2019-01-01T09:50:59-05:00,1667346,35112,0.0,10.6,18546.0,Benefiber
7074,190812543,2019-01-01T09:51:04-05:00,1992387,69786,0.15849894,97.56,110609.0,Lysol (Laundry)
7075,190812544,2019-01-01T09:50:58-05:00,1873643,30264,0.24870025,701.56,216212.0,Garnier (Hair Care)
7076,190812546,2019-01-01T09:50:49-05:00,2022393,21036,0.86830435,77.39,27382.0,Sprint
7077,190812547,2019-01-01T09:50:50-05:00,1609859,31183,8.27950139,720.94,182116.0,Credit Karma
7078,190812551,2019-01-01T09:50:54-05:00,2009582,37350,0.98359836,1044.82,129016.0,Sling
7079,190812557,2019-01-01T09:51:12-05:00,1807584,30568,0.4910998,1582.83,733698.0,Dove
7080,190812573,2019-01-01T09:51:06-05:00,2006175,21211,2.77869954,720.94,169284.0,T-Mobile
7081,190812575,2019-01-01T09:51:23-05:00,2043295,30147,0.64179922,1879.41,401662.0,Cheerios
7082,190812576,2019-01-01T09:51:23-05:00,1744749,19693,1.80140059,2519.36,299597.0,Colgate
7083,190812577,2019-01-01T09:51:24-05:00,2043136,31149,0.54970015,68.33,148054.0,Golden Corral
7084,190812578,2019-01-01T09:51:25-05:00,2043348,30672,0.23629892,990.69,157239.0,Applebee's
7085,190812584,2019-01-01T09:51:27-05:00,2043867,19776,0.38980078,216.48,77890.0,Dairy Queen
7086,190812585,2019-01-01T09:51:28-05:00,2038277,20399,3.54429899,368.57,115911.0,Macy's
7087,190812589,2019-01-01T09:51:19-05:00,2043340,21369,0.4737,195.12,114368.0,Wendy's
7088,190812591,2019-01-01T09:51:19-05:00,2002557,31183,0.92170124,216.03,105190.0,Credit Karma
7089,190812596,2019-01-01T09:51:38-05:00,2043867,19776,0.58720057,1879.41,376657.0,Dairy Queen
7090,190812608,2019-01-01T09:51:34-05:00,1712823,31457,1.73410405,77.39,42452.0,Blue Buffalo
7091,190812609,2019-01-01T09:51:35-05:00,2031531,31295,0.0,19.13,13146.0,GoDaddy
7092,190812615,2019-01-01T09:51:40-05:00,2013596,20352,0.55029882,1981.38,121524.0,Liberty Mutual
7093,190812621,2019-01-01T09:51:59-05:00,1999050,69786,0.30489933,63.14,98715.0,Lysol (Laundry)
7094,190812622,2019-01-01T09:51:59-05:00,1925553,31582,0.38529926,761.08,200399.0,LendingTree
7095,190812623,2019-01-01T09:52:00-05:00,1882366,30707,0.31748408,22.02,29887.0,Salonpas
7096,190812633,2019-01-01T09:52:12-05:00,1841446,30763,0.57239952,1582.83,696694.0,Lysol
7097,190812634,2019-01-01T09:52:13-05:00,1671661,41218,2.21629991,368.57,96035.0,Dove Skin Care
7098,190812640,2019-01-01T09:52:22-05:00,1907676,30822,0.70550106,394.03,159168.0,Tostitos
7099,190812641,2019-01-01T09:52:05-05:00,2013596,20352,1.45559767,77.39,24662.0,Liberty Mutual
7100,190812642,2019-01-01T09:52:06-05:00,2044835,42077,0.0,19.13,13980.0,Bob's Discount Furniture
7101,190812646,2019-01-01T09:52:08-05:00,2022068,21036,1.17590005,5038.71,330102.0,Sprint
7102,190812648,2019-01-01T09:52:26-05:00,2039992,30821,0.20919979,990.69,179693.0,Pillsbury
7103,190812651,2019-01-01T09:52:27-05:00,1938167,32266,0.25049982,1582.83,505299.0,Mucinex
7104,190812652,2019-01-01T09:52:28-05:00,1744749,19693,1.07330349,368.57,106272.0,Colgate
7105,190812663,2019-01-01T09:52:06-05:00,1899185,20819,3.44949891,1441.87,127370.0,Progressive
7106,190812665,2019-01-01T09:52:38-05:00,1878676,19680,0.65539887,2519.36,318591.0,Clorox
7107,190812669,2019-01-01T09:52:43-05:00,1698744,20598,0.9025,368.57,104193.0,Neutrogena (Skin Care)
7108,190812671,2019-01-01T09:52:46-05:00,1957763,32266,0.15479876,22.87,40752.0,Mucinex
7109,190812675,2019-01-01T09:52:44-05:00,2043295,30147,0.43989736,190.35,101268.0,Cheerios
7110,190812676,2019-01-01T09:52:32-05:00,2041374,30484,0.87050082,357.72,70508.0,Taco Bell
7111,190812679,2019-01-01T09:52:48-05:00,2042809,30535,1.00870041,1589.16,311439.0,L'Oreal Paris Skin Care
7112,190812683,2019-01-01T09:52:49-05:00,1879487,30776,0.27830162,108.02,153220.0,Temptations Cat Treats
7113,190812688,2019-01-01T09:52:41-05:00,2048005,30672,0.59749893,549.93,147971.0,Applebee's
7114,190812691,2019-01-01T09:52:44-05:00,2029303,19824,0.0,44.04,31468.0,DIRECTV
7115,190812692,2019-01-01T09:53:01-05:00,1828707,31616,0.18129984,990.69,177919.0,Go-GURT
7116,190812699,2019-01-01T09:53:11-05:00,2036467,19362,0.25089958,274.96,128687.0,Ashley HomeStore
7117,190812700,2019-01-01T09:52:53-05:00,1961837,52005,1.57159986,3758.81,407898.0,Capital One (Credit Card)
7118,190812702,2019-01-01T09:53:13-05:00,1881444,30014,8.25429995,189.64,140828.0,Alka-Seltzer
7119,190812704,2019-01-01T09:52:59-05:00,2023844,20006,0.98949907,126.27,86578.0,GEICO
7120,190812706,2019-01-01T09:52:59-05:00,1963405,32138,0.51240293,380.7,114192.0,Northwestern Mutual
7121,190812707,2019-01-01T09:53:16-05:00,2031724,20443,0.20600052,990.69,231181.0,McDonald's
7122,190812716,2019-01-01T09:53:13-05:00,1966555,30665,3.97829864,737.15,103031.0,Nissan
7123,190812717,2019-01-01T09:53:14-05:00,1719082,21058,2.65110074,2479.7,256749.0,State Farm
7124,190812718,2019-01-01T09:53:30-05:00,2040210,19918,0.36439825,190.35,75523.0,Expedia
7125,190812723,2019-01-01T09:53:39-05:00,2021980,21036,1.76319899,932.43,121297.0,Sprint
7126,190812724,2019-01-01T09:53:23-05:00,2043066,20006,1.12830012,3758.81,434205.0,GEICO
7127,190812729,2019-01-01T09:53:44-05:00,1584630,30013,0.75890046,1239.85,268825.0,Aleve
7128,190812731,2019-01-01T09:53:45-05:00,2041814,20661,0.12510013,63.14,91297.0,Office Depot & OfficeMax
7129,190812738,2019-01-01T09:53:52-05:00,1674346,30312,0.65570492,24.67,13329.0,DiGiorno
7130,190812741,2019-01-01T09:53:38-05:00,2043515,20006,1.32890183,42.99,32011.0,GEICO
7131,190812742,2019-01-01T09:53:54-05:00,1814847,30183,1.48489813,932.43,157004.0,Tums
7132,190812748,2019-01-01T09:54:03-05:00,1663306,31050,0.8301008,518.06,227822.0,PediaSure
7133,190812752,2019-01-01T09:54:09-05:00,2013255,30078,0.6452,932.43,135688.0,Red Lobster
7134,190812753,2019-01-01T09:53:53-05:00,1673168,30397,1.21430049,5038.71,369892.0,Tide
